FlowId,AvgDelay (ms),AvgJitter (ms),PDR,Throughput (kbps)
1,0.49911515151515146,0.20171818181818182,0.99,83.73540230347129
2,0.5347878787878788,0.2444489898989899,0.99,83.73456076701206
3,0.11651515151515152,0.03632272727272727,0.99,83.73666463987618
4,0.48535303030303023,0.1580989898989899,0.99,83.73456076701206
5,0.5451060606060605,0.23115252525252525,0.99,83.73203625912004
